no_surat,konten,isi_surat,jenis
308,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan final olimpiade penelitian siswa indonesia (opsi) dan expo untuk
mendapatkan pemenang opsi sma/ma tahun 2022 yang dilaksanakan di jl. malabar no.1b,
tegallega, kecamatan bogor tengah, kota bogor, jawa barat pada tanggal 21 november 2022 s.d. 26
november 2022.
prof. dr. christiana rini indrati, m.si. akan mengikuti acara tersebut secara daring.
",penelitian
309,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pertemuan dengan mitra dalam rangka aktivitas matching fund 2022
yang dilaksanakan di jakartapada tanggal 22 november 2022 s.d. 25 november 2022.
",bukan keduanya
310,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pelaksanaan penyisihan statistika ria dan festival sains data (satria
data) tahun 2022 yang dilaksanakan di universitas islam indonesia yogyakartapada tanggal 15
november 2022 s.d. 26 november 2022.
",bukan keduanya
311,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sosialisasi program matching fund tahun 2022 yang dilaksanakan di cv
humus yogyakarta pada tanggal 14 desember 2022.
",bukan keduanya
312,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan kolokium kbk aljabar dan kbk kombinatorik yang dilaksanakan di
ruang sidang lt.1 gedung f. departemen matematika fsm undip, semarang, jawa tengah pada
tanggal 15 november 2022.
",bukan keduanya
313,hide," melaksanakan kerja praktik di pt. equilab international dari 10 april 2023 s.d 26 mei
2023. maka dengan ini kami mohon bantuan saudara berkenan memberikan izin bagi mahasiswa
tersebut.
",bukan keduanya
314,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan fgd review untuk soal-soal ujian akhir semester gasal 2022/2023
magister ilmu komputer dike yang dilaksanakan di magister ilmu komputer dike pada tanggal 5
desember 2022.
",bukan keduanya
315,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pemateri dalam pelatihan delegasi ugm bidang lomba national
statistics competition pada kompetisi statistika ria dan festival sains data (satria data) 2022
yang dilaksanakan secara daring / online pada tanggal 25 oktober 2022.
",bukan keduanya
316,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan kerja sama dengan vienna university of technology (tu wien) austria
dan delft university of technology (tu delf) belanda yang dilaksanakan di austria dan belanda pada
tanggal 26 september 2022 s.d. 8 oktober 2022.
",bukan keduanya
317,hide,,bukan keduanya
318,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan tim pendukung pelaksanaan kegiaatan kompetisi dexa-dike 2022
yang dilaksanakan di lantai 4 dan lantai 7 gedung fmipa ugm pada tanggal 1 september 2022 s.d.
30 november 2022.
",bukan keduanya
319,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pertemuan dengan mitra dalam rangka aktivitas matching fund 2022
yang dilaksanakan di jakarta pada tanggal 10 november 2022 s.d. 13 november 2022.
",bukan keduanya
320,hide,,bukan keduanya
321,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan seleksi mahasiswa baru program studi doktor ilmu komputer ugm
gelombang 1 sem ii, tahun akademik 2022 2023 yang dilaksanakan secara daring pada tanggal 17
november 2022.
",bukan keduanya
322,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan monitoring progress report mahasiswa program studi doktor fisika
yang dilaksanakan di departemen fisika fakultas mipa universitas gadjah mada pada tanggal 8 maret
2023.
",bukan keduanya
323,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai tim penguji tesis i dan pembimbing tesis program magister
program studi magister matematika yang dilaksanakan di ruang sidang gedung s2/s3 fmipa lantai 3
pada tanggal 13 april 2023.
",bukan keduanya
324,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan administrasi perpanjangan beasiswa yang
diadakan oleh perusahaan tempat orang tua (ayah) dulu bekerja.
",bukan keduanya
325,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan testing(tolong abaikan) yang dilaksanakan pada tanggal 2 desember 2.
",bukan keduanya
326,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan administrasi pengajuan pendapatan tunjangan
keluarga.
",bukan keduanya
327,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan revisi item soal prototipe seleksi nasional berdasarkan tes tahun
2023 yang dilaksanakan di hotel intercontinental jakarta pondok indah, jl. metro pondok indah kav.iv
kecamatan kebayoran lama, kota jakarta selatan pada tanggal 7 oktober 2022 s.d. 9 oktober 2022.
",bukan keduanya
328,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan penandatanganan memorandum of understanding (mou) antara
fakultas mipa ugm dengan university of twente yang dilaksanakan di university of twente, belanda
pada tanggal 26 september 2022 dan 5 oktober 2022.
",bukan keduanya
329,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan administrasi pencairan dana beasiswa bpi
(beasiswa pendidikan indonesia)
",bukan keduanya
330,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan praktikum non seismik prodi geofisika yang dilaksanakan di desa
kasihan, kecamatan tegalombo, kabupaten pacitan, jawa timur pada tanggal 16 november 2022 s.d.
22 desember 2022.
",bukan keduanya
331,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan administrasi beasiswa lpdp.
",bukan keduanya
332,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sulawesi education & techno expo 2023 ke-14 yang diselenggarakan
oleh lldikti wilayah ix yang dilaksanakan di sandeq ballroom claro makasar pada tanggal 14
februari 2023 s.d. 16 februari 2023.
",bukan keduanya
333,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai instruktur, karyawan pendamping, dan asisten instruktur
praktikum eksperimen fisika modern pada semester gasal tahun akademik 2022/2023 yang
dilaksanakan secara daring melalui google classroom (gc) dan zoom meeting serta luring di
laboratorium fisika atom dan inti departemen fisika fakultas mipa ugm pada tanggal 1 oktober
2022 s.d. 3 desember 2022.
",bukan keduanya
334,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan testing (mohon dikonfirmasi) yang dilaksanakan di lapangan pada
tanggal 21 desember 2022 s.d. 23 desember 2022.
",bukan keduanya
335,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan ujian proposal tesis mahasiswa magister fisika a.n. emi kurnia sari
yang dilaksanakan di departemen fisika fmipa ugm pada tanggal 13 maret 2023.
",bukan keduanya
336,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pertemuan dengan mitra dalam rangka aktivitas matching fund 2022
yang dilaksanakan di jakarta pada tanggal 27 oktober 2022 s.d. 28 oktober 2022.
",bukan keduanya
337,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pelaksanaan gemastik tingkat nasional tahun 2022 yang dilaksanakan
di universitas brawijaya, malang, jawa timur pada tanggal 21 november 2022 s.d. 25 november 2022.
",bukan keduanya
338,hide,,bukan keduanya
339,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan pengawas ujian tengah dan ujian akhir pra s2 kecerdasan artifisial
angkatan 2 2022 yang dilaksanakan di prodi s2 kecerdasan artifisialpada tanggal 14 november 2022,
15 november 2022, 16 november 2022, 17 november 2022, 18 november 2022, 2 januari 2023, 3
januari 2023, 4 januari 2023, 5 januari 2023, dan 6 januari 2023.
",bukan keduanya
340,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan administrasi pengurusan tunjangan anak pns.
",bukan keduanya
341,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan yang dilaksanakan .
",bukan keduanya
342,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan workshop pengembangan program kreativitas mahasiswa (pkm) dan
kewirausahaan tahun 2023 yang dilaksanakan di hotel griya persada bandungan, jawa tengah pada
tanggal 10 februari 2023 s.d. 11 februari 2023.
",bukan keduanya
343,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan eksperimen sains pembuatan roket air bagi siswa di smp teladan
yogyakarta yang dilaksanakan di smp teladan yogyakarta pada tanggal 15 desember 2022.
",bukan keduanya
344,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan invited speaker dalam pertemuan ilmiah tahunan hagi ke 47 yang
dilaksanakan di malang, jawa timur pada tanggal 10 oktober 2022 s.d. 13 oktober 2022.
",bukan keduanya
345,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan seminar professor summit dengan tema ""gagasan strategis
pembangunan masyarakat indonesia adil makmur 2045"" yang dilaksanakan di ruang auditorium
gedung research center its lantai 11, kampus its sukolilo, surabaya pada tanggal 21 oktober 2022
s.d. 22 oktober 2022.
kegiatan seminar professor summit diselenggarakan oleh dewan profesor its (dp its) bekerja sama
dengan majelis dewan guru besar ptnbh (mdgb ptnbh), forum dewan guru besar indonesia
(fdgbi), dan asosiasi profesor indonesia (api)
",pengabdian masyarakat
346,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan testing yang dilaksanakan di jepang pada tanggal 14 desember 2022
s.d. 21 desember 2022.
",bukan keduanya
347,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan administrasi mendaftar ujian profesi persatuan
aktuaris indonesia (pai) dengan biaya mahasiswa.
",bukan keduanya
348,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
surat keterangan ini akan digunakan untuk kelengkapan administrasi beasiswa lpdp.
",bukan keduanya
349,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sebagai asesor asesmen pada balai besar pengawas obat dan makanan
yang dilaksanakan di semarangpada tanggal 29 november 2022 s.d. 30 november 2022.
",bukan keduanya
350,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan testing yang dilaksanakan di lapangan pada tanggal 17 november 2022
s.d. 18 november 2022.
",bukan keduanya
351,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan penyusunan outcame based education (obe) departemen fisika
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada yang dilaksanakan pada
tanggal 2 desember 2.
",bukan keduanya
352,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan university fair 2022 yang dilaksanakan di sis semarang campus,
assembly hall, jl. bukit candi golf no. 20, graha candi golf residence 50724, semarang, indonesia
pada tanggal 10 november 2022 s.d. 11 november 2022.
",bukan keduanya
353,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan research goes to school 2022 sebagai tim pelaksanan dalam
rangkaian kegiatan dies natalis fakultas mipa ke-67 berupa pengenalan dunia riset dan
hasilnya pada area ilmu komputer yang akan dilaksanakan yang dilaksanakan di fakultas
mipa ugm pada tanggal 01 july 2022 s.d. 30 november 2022.
",bukan keduanya
354,hide," aktif terdaftar sebagai mahasiswa pada semester genap tahun akademik 2022/2023 di
fakultas matematika dan ilmu pengetahuan alam universitas gadjah mada.
",bukan keduanya
355,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan presentasi tim pkm fakultas mipa ugm menuju pimnas 2022 yang
dilaksanakan di gedung departemen ilmu komputer dan elektronika lt. 4 ruang kelas 2 dan 3 pada
tanggal 12 november 2022.
",bukan keduanya
356,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan testing(tolong abaikan) yang dilaksanakan di jepang pada tanggal 14
desember 2022.
",bukan keduanya
357,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan lomba konversi motor pln ice 2022 yang diselenggarakan pt pln
(persero) pusat penelitian dan pengembangan ketenagalistrikan yang dilaksanakan di jakarta
international expo kemayoran pada tanggal 18 oktober 2022 s.d. 21 oktober 2022.
",bukan keduanya
358,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan sosialisasi terkait mekanisme pengajuan pranata laboratorium
pendidikan untuk tenaga kependidikan tetap ugm yang dilaksanakan di ruang 202 lantai 2 gedung
apslc fakultas farmasi ugm pada tanggal 6 desember 2022.
",bukan keduanya
359,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan kunjungan ke mgmp matematika sma/ma kabupaten banyumas
dalam rangka evaluasi dan tindak lanjut dari kegiatan pengabdian kepada masyarakat departemen
matematika fakultas mipa tahun 2022. kegiatan kunjungan yang dilaksanakan di sman 1 baturaden
pada tanggal 5 oktober 2022.
",pengabdian masyarakat
360,hide," memberikan tugas kepada yang namanya tersebut dalam lampiran surat untuk
mengikuti/melakukan kegiatan percobaan yang dilaksanakan di yogyakarta pada tanggal 30 maret 2023
s.d. 31 maret 2023.
",bukan keduanya
